entity,code,month,_2025,_2024,_2023,_2022,_2021,_2020,_2019,_2018,_2017,_2016,_2015,_2014,_2013,_2012,_2011,_2010,_2009,_2008,_2007,_2006,_2005,_2004,_2003,_2002,_2001,_2000,_1999,_1998,_1997,_1996,_1995,_1994,_1993,_1992,_1991,_1990,_1989,_1988,_1987,_1986,_1985,_1984,_1983,_1982,_1981,_1980,_1979
Hungary,HUN,3,1.8717742,3.3795953,1.6647158,-0.7797656,-0.7130723,0.839283,2.6882749,-2.645729,2.9428573,0.8208704,0.6046953,3.3898702,-2.4893966,1.8071828,-0.06028986,0.14361143,-0.22816849,0.53172064,2.287805,-2.2012897,-2.4868534,-0.8653493,-1.3333163,1.3374181,1.8511958,-0.21380806,0.93423986,-2.0541606,-1.1374846,-4.4124107,-0.8487377,2.1777864,-2.1171727,-0.33367348,1.0710278,3.0803761,2.2311816,-1.449748,-5.910682,-2.5418448,-1.7269177,-1.4423704,0.7228508,-0.6838689,2.007358,-1.4277973,1.1365404
Hungary,HUN,4,0.88970375,1.4844189,-2.0901003,-1.9903946,-2.9119549,0.086473465,0.9525013,4.0445347,-1.077323,0.87407017,-0.52755356,0.9270849,0.61017895,0.5092497,1.1808376,-0.335783,2.913062,-0.09612274,1.2591028,0.43562317,-0.44983196,-0.28010368,-1.5081892,-0.8487835,-1.3378649,2.2839012,0.3243084,0.42265797,-4.209655,-0.52745724,-1.0582895,-0.59206295,-1.0563898,-0.2835493,-2.6346302,-1.1257992,0.8422966,-1.6360397,-0.9960041,0.9310398,-0.70438385,-1.3384151,1.0695295,-3.6416903,-1.6834278,-3.5710402,-2.622017
Hungary,HUN,5,-2.3953438,0.9759617,-0.30850983,1.270586,-2.1572018,-1.9297485,-2.5540285,2.9235535,0.37400055,-0.34531212,-0.12182045,-0.8004179,-0.06335831,0.64880943,-0.02838707,-0.5474529,0.7870045,0.5121403,1.4763165,-1.0363731,-0.081768036,-1.9780092,2.9169464,2.2014866,1.17626,1.317194,-0.6821003,-1.2620649,0.21726036,0.8608513,-1.261219,-0.62667084,2.264862,-0.3690052,-3.988944,0.28469467,-1.1726303,-0.15211105,-2.4259205,1.5893288,0.16578865,-1.1353512,1.000145,-0.02071762,-0.6155243,-3.4471626,0.23877335
Hungary,HUN,6,2.1462288,1.3808117,0.058057785,2.3116188,2.3483906,-0.35139656,2.852993,0.6646023,1.6605339,0.66290665,0.20431328,-0.30268097,-0.3998928,1.2497272,0.32860374,-0.5609398,-1.1664467,0.6284237,1.7953548,-0.7050457,-1.1277008,-1.3672543,2.4730759,0.8055992,-2.2951565,0.79006577,-0.6063347,0.019987106,-0.8095646,-0.16627502,-1.6481991,-0.5234947,-0.40211296,-0.34469223,-1.3590202,-1.5106506,-2.887354,-1.7049694,-0.8677254,-1.4351292,-3.714426,-2.725935,-1.3088436,-0.589386,-0.18044472,-2.0707493,1.1898232
Hungary,HUN,7,0.29806328,2.6719913,1.3259563,1.6219234,2.2106647,-0.5335903,0.00021362305,0.24265862,0.27980614,0.34976196,1.8075695,-0.10678482,0.76410484,1.7097034,-1.0736427,0.78647995,0.67290115,-0.77747154,1.3377476,1.4864483,-0.8322506,-0.91812706,0.121061325,1.0475636,-0.5621433,-1.7477169,-0.19422913,-1.0333824,-2.2713947,-2.7512112,1.7208481,1.8935223,-1.5495605,-0.11360359,0.24472237,-1.455967,-0.6163502,0.50222015,0.88259697,-1.7694645,-1.1782894,-3.020691,0.8950043,-1.1694202,-1.6751251,-2.8509235,-3.4107552
Hungary,HUN,8,0.14300156,3.0390835,1.0190506,1.9442081,-0.8986187,1.1192417,1.3810978,1.9175606,1.3519669,-1.2506866,1.9412842,-1.6631546,0.82409286,1.3928223,0.5293541,-0.95654106,0.5294132,-0.30766678,0.38602066,-2.7912464,-2.4040318,-0.8353405,1.9735565,-0.59708405,0.5200138,1.149929,-1.7373333,-0.70215607,-1.0540047,-1.629612,-1.2751751,0.634655,-0.4432373,3.5406208,-1.5443764,-0.49082947,-1.4987164,-0.9788475,-3.4077244,-0.05417633,-1.0543327,-1.8156052,-0.875885,-1.1499023,-1.7256889,-2.2053719,-2.732235
Hungary,HUN,9,1.8533783,1.3880215,3.548767,-0.570961,0.4525814,1.533226,0.5933647,1.1870136,-0.69509983,1.6529274,1.2623882,0.46106339,-1.4253426,2.0414677,2.7982655,-1.8399944,2.0654755,-1.115777,-2.180296,1.2015877,0.3950615,-0.9253464,-0.31882477,-1.06639,-2.1168098,-0.90042305,2.054964,-1.2424564,-0.61470985,-3.766015,-1.4935789,2.705553,-0.6917553,-0.106119156,0.5465565,-2.1763248,-0.16988945,-0.41535378,1.980629,-0.28025055,-0.41937828,0.04086685,0.033201218,2.6917534,0.44429207,-1.4533224,-0.037563324
Hungary,HUN,10,-0.663249,0.4286976,3.4580202,1.6721525,-1.1704311,0.83839417,1.6359377,2.2017565,0.1909132,-1.4083319,-0.8361378,1.3155556,1.5330658,0.22959614,-0.8443165,-2.8450823,-0.18819332,0.9568138,-0.91098595,1.505764,0.06312847,1.0374508,-2.7125177,-0.70077896,2.2772217,2.2830048,-0.074048996,0.2644701,-2.873948,0.0017061234,0.51692104,-1.7172213,1.0506935,-1.1449413,-1.6458683,-0.34764004,0.076319695,-1.1384077,0.45498943,-0.7443352,-1.0542831,1.0508652,-0.76511383,0.8733778,0.9453602,-0.2037592,-2.2065277
Hungary,HUN,11,0.019035816,-2.207167,0.6867895,0.9450631,-0.20335531,-0.44090557,3.3412566,1.1765451,0.002450943,-0.6801772,0.8131728,1.8653283,1.6408916,1.8133106,-3.5493658,2.4404483,1.3320765,0.9895339,-1.9857774,1.4144111,-1.6633406,-0.1735115,1.2168164,1.9997101,-2.7936313,2.9249787,-2.5592098,-3.00522,-0.05459118,1.8744736,-3.4224718,0.24233913,-4.4273615,-0.1591301,-0.17304373,0.13789606,-1.8504286,-6.283309,-0.2068181,-0.9374962,-1.9936028,-0.5820942,-4.026192,-0.5843458,-1.4147234,-2.4855144,-0.33073616
Hungary,HUN,12,2.211564,1.2391647,1.9567274,2.1200604,0.9870515,3.0445776,2.760551,0.4265684,1.8750345,-1.603119,1.9896508,2.3561983,0.88215196,-0.9805325,1.9112047,-1.8459909,1.0762033,2.1166248,-1.430491,1.7488838,-0.037962377,0.27247906,-0.14883178,-1.738498,-5.3954315,1.5877417,-0.36095387,-4.627325,1.3465749,-2.6874545,-0.8945523,0.6358353,1.6943377,-0.90102285,-3.0724545,-0.45696893,0.90732396,0.6111891,0.57144535,-2.0076203,3.233827,-1.3590281,-0.7223824,2.7399464,-0.7843728,-1.2207352,2.9231257
Iceland,ISL,1,-1.5538077,-0.8324511,-1.5161328,0.1995883,-1.7398348,-0.011976957,-0.43577147,-0.2662394,0.8077346,-1.0843959,-0.7225473,2.5027251,2.5092993,0.58644056,0.7093595,1.2545215,1.4048978,-1.0301073,-1.5743127,1.2556884,-1.0045435,-0.9852066,-0.22958732,0.11353946,1.4222561,0.005508423,-0.5798633,-0.09556556,-0.2805934,1.4111174,-2.4827504,-2.977862,-3.482233,2.2254004,1.0350674,0.13415289,-0.7396393,-4.1028266,2.2742949,-1.2501233,-1.7374382,-4.3908195,-3.4596963,-2.3086953,-3.550486,-1.4239178,-6.56426
Iceland,ISL,2,2.8076446,-1.4879038,1.9367132,-2.3442686,1.2763491,-0.33513665,0.3503871,1.2326969,3.5818708,-1.4312584,-0.23263884,0.8735814,3.5291097,2.5362606,1.5835989,-1.7227347,-1.4965618,-0.036599874,-0.9311693,2.5926,0.60642695,0.44804668,2.432543,-3.9365814,-0.6914134,-1.3486221,-1.7654445,-1.805054,-1.7009623,-0.878587,-2.996919,0.6652572,0.23799968,-0.6059346,1.2452397,-1.5644753,-3.5133464,-2.027096,0.015914202,-0.099208355,-0.35799098,0.46912527,0.8900318,1.7799407,-2.3003438,0.6173575,-1.9897869
Iceland,ISL,3,1.8649117,0.07139802,-3.882523,1.547799,1.1975099,-1.1330714,-0.09008455,0.61210895,1.2516931,1.5102382,0.44856226,1.3493557,-1.060682,2.4411654,-0.7817006,1.3890829,-0.67840314,-0.6130471,1.3531877,-0.79929256,2.124549,3.2935152,2.8739455,-1.6012278,-2.1474476,-0.69819736,-2.6280398,-2.8509345,-1.5729942,2.1195672,-3.019672,-2.2079597,0.5116464,-0.74902177,1.3531629,-3.2392607,-2.0376172,-2.431861,-0.6621945,0.0075643063,-1.5170515,0.3929186,-1.578814,-0.6336808,-2.5826478,-0.14159536,-6.8275714
Iceland,ISL,4,1.7880014,-1.5312093,1.3195763,1.3119729,-0.65945905,0.11271379,2.9112914,0.6562827,0.054615423,0.55096406,-0.56674784,1.3817481,-2.2844896,0.00022606552,1.9679775,-1.4665855,1.5709643,-0.61513525,1.9360665,-1.1149031,0.72153556,2.2565613,2.663713,0.8888014,-0.38546544,-2.6074147,-1.3759651,-0.83010346,0.28870657,0.679337,-2.2669291,-1.9733845,0.22421849,-0.92993087,-2.4486682,-3.0829608,-1.5232303,-3.816922,0.22283381,-0.18154244,-0.42500675,0.3458947,-4.1290293,0.09877439,0.49662977,0.59598106,-2.2583814
Iceland,ISL,5,3.4474585,0.8973911,1.0160897,0.38498855,-2.3486001,-0.24360824,0.41969252,0.4627211,2.611828,0.32726884,-2.366412,1.1313164,-0.672627,-0.20213842,-0.2349093,1.4515493,1.0806,1.8626654,-0.860121,-0.5207398,-0.8952656,1.0707057,-0.6627121,-0.41194987,0.14414525,0.11855769,0.17436433,0.43971777,-1.3789138,-0.14135265,-1.3907719,0.035478592,-1.4495068,-0.8748424,0.97525954,0.654336,-1.5463027,-0.19552946,0.18010187,-2.028432,-0.20060611,-0.660995,-1.8084193,-2.3968024,-1.3989923,0.31985426,-6.5401096
Iceland,ISL,6,-1.2229228,-1.3832264,1.5760379,-0.34805155,-0.9426689,0.39020205,-0.005025387,0.803895,-0.22214985,2.2359223,-1.1560502,2.437262,1.0736818,0.20845222,-1.9357958,1.828074,0.55658674,0.088256836,1.440537,0.6236105,0.43456602,0.6405835,1.0252705,0.43255138,-1.2315178,-0.94577265,-0.38041687,-1.3146071,-1.4871898,-0.056109905,0.11026144,-1.8752837,-1.9245853,-1.1143513,-0.6808667,-0.14571619,-1.5847445,0.12815142,-0.16521263,-0.41613865,-0.9400091,0.18884754,-1.7994957,-0.8151903,-1.673563,0.11559105,-3.0428526
Iceland,ISL,7,1.5572186,-0.06785107,-1.3509178,-0.8480959,1.6544619,-1.4084473,0.67789364,-0.08002567,0.73241425,-0.13299274,-1.9221325,0.6989546,0.36038303,0.5017729,0.26618958,0.6265545,0.17500019,1.1640396,0.3696661,-0.08903217,0.88687325,0.57810783,0.69794273,-0.52467537,-0.89904785,0.95175266,0.15217781,-1.4492583,0.7079725,0.08176994,-1.2193389,0.8873806,-2.7526689,-1.6248927,1.5856438,-0.022437096,-0.4643669,-1.0384617,-0.0948534,-1.0651655,-1.6533794,0.85566425,-1.5379758,-0.39200592,-1.622056,-0.75020885,-2.5032382
Iceland,ISL,8,0.9960184,-1.7284575,0.28278923,-1.100388,2.1812515,0.28667068,-1.1685152,-0.7810626,-0.07969952,0.46545792,-0.409575,-0.0131082535,-0.7617712,0.97023106,-0.55285835,0.6993027,-0.21806431,0.3569584,-0.64996624,0.7460413,-0.8945508,1.6451559,2.2186022,-0.19832897,-0.32012367,0.50299835,0.5223131,0.18418312,0.08174133,-0.41424513,0.6636095,0.18421364,-1.5181274,-1.6189504,0.071453094,-0.32293606,-0.93115044,-0.37626457,-0.34407616,-1.03265,-1.7796926,0.16285229,-1.4939566,-2.0244198,-0.24597836,-0.45521116,-2.251577
Iceland,ISL,9,0.6530366,-2.1037433,-0.49713612,0.88599205,-0.15014553,-1.5598364,0.49370432,-1.2699695,2.1744514,0.6562395,1.6464357,1.5333548,-1.4900908,-1.646723,0.33145952,1.6235371,-0.14431763,1.2012792,-0.9569993,1.2136998,-2.7350488,0.81061697,-0.14335775,1.485446,0.75153065,0.44017458,-0.41737366,-0.98595,-0.7960305,2.6977887,-1.0481143,-1.8666792,0.798769,-1.7381275,-1.0598702,-2.102241,-1.3925476,-1.5812712,-1.1348786,-1.6539977,-2.496674,-1.0517807,-2.6957912,-3.6340895,-1.8428614,-0.94767666,-4.2112045
Iceland,ISL,10,-0.03539002,-1.9020483,-0.21533084,-0.20861161,-0.005680084,0.67780304,-0.22062564,-0.7315072,2.573824,4.031303,1.2049301,-0.61880016,-0.16741335,-0.8656736,0.21330369,1.3954501,-0.24318254,-2.5364413,1.4116855,0.3203236,-1.8206693,-0.033394814,-0.09349966,0.50767446,1.3924782,0.15497136,0.4206375,-2.3731723,0.06060064,-0.48479962,-1.2047307,-1.6882882,-0.57041866,-0.709175,-0.003194809,-0.10188687,0.029203773,-1.0499547,-2.501068,-2.7903705,1.4833345,-1.6280736,-1.8049864,-0.15741217,-4.5441833,-3.967609,-0.9248548
Iceland,ISL,11,-1.1738139,-0.15180111,0.6109652,3.5762806,-0.0030610561,0.19927418,-0.32906222,1.6305566,-1.8617369,1.7853489,0.075960636,3.3655179,-0.6624743,-0.98413026,2.4323936,-1.4735607,1.087828,-0.0011051893,0.17922139,-1.5697998,-0.700616,-0.2971238,0.6454357,2.7260082,-0.8805274,-0.70169055,-0.3532753,-0.19159234,2.067438,-5.4935946,0.11281061,0.41701102,2.3501506,-1.7438768,-1.8307883,1.0296352,-0.09625125,0.53845507,2.1771133,-1.4989496,-2.798717,-0.9407736,-0.7775303,-2.5656161,-2.8250394,-1.9386886,-1.6708277
Iceland,ISL,12,3.4974585,-1.2580996,-2.4835358,-4.1761394,0.50384665,0.24246979,0.43393898,1.8193885,-1.294189,3.4084287,-0.48471713,-0.8843405,-1.0468011,0.31597686,-3.3576207,-0.8826561,0.3470664,-0.2812152,0.9631424,2.5856535,1.5155717,-1.4225583,-0.44426632,3.5385292,1.399612,-0.19375706,-1.8420167,0.6533892,1.7137313,-0.8703337,-1.5464406,-1.248168,-2.7538543,-0.87540936,0.4914472,-1.1516328,-0.8521967,-0.23844194,2.5484915,-1.0225854,-3.3952289,0.58752155,-1.5133281,-2.150906,-3.1440125,-3.144279,-0.6490905
India,IND,1,0.6183491,0.13316536,0.0014514923,-0.43470192,0.67765236,-0.08293152,-0.24637794,0.23314285,0.5407181,0.80522156,-0.3714981,-0.09228134,-0.31363297,-0.5362129,-0.82214355,-0.10841942,1.4345627,-0.035341263,0.3849926,0.5112896,0.02870369,-0.07512665,-0.16526413,-0.01559639,-0.16327858,0.41783142,-0.52241325,0.087465286,-0.81056976,0.43089104,-0.9438324,0.8318653,0.09831619,-0.18203926,-0.31806564,1.2895355,-0.64289856,0.88820267,0.30269432,-0.26596832,0.35373306,-0.345356,-0.3943901,0.5281353,-0.19065666,0.44753838,0.78513527
India,IND,2,1.212183,0.29763794,1.0346622,-0.64466095,0.4066391,-0.44656563,-0.12901878,0.78927803,0.887516,1.2651405,0.5596428,-1.0444031,-0.11392403,-0.40319252,-0.1641922,0.62327576,1.2392025,-1.3680286,0.06571579,2.0760632,0.13836479,-0.094293594,0.28684235,-0.053567886,0.36523056,-1.4134712,0.68136024,-0.33901405,-1.061594,-0.053173065,-0.21949387,-0.85079,-0.00299263,-1.4491005,0.22917175,-0.38282585,-0.7163811,0.67891884,0.047405243,-0.7950268,-0.36764526,-1.7885532,-1.1575947,-0.90961075,0.18058395,0.38240242,-1.1587791
India,IND,3,0.6916313,0.12943268,-0.42070198,1.3888988,0.9724312,-0.92440414,-0.22164536,0.9270153,0.16546059,1.1383133,-0.632452,-0.8557472,0.18175888,-0.15925598,0.161726,1.9381695,0.5479717,0.2346611,-0.4762478,-0.5824394,0.34109306,1.4997787,-0.42712212,0.2830944,-0.26768494,-0.8647957,0.49556923,-1.2202644,-0.3439083,0.70588493,-0.7993145,0.73705864,-1.4567432,-0.19246674,0.06691933,-1.642807,-0.97176933,-0.13527107,-0.29909515,-0.13174057,1.1178894,0.28532028,-0.729805,-1.521759,-0.9536972,-0.3503933,-1.0756054
India,IND,4,0.5875244,0.6106491,-0.88967705,1.4526138,-0.062036514,-0.37488174,0.8459816,0.32917404,1.0639496,1.6041775,-0.9626293,-0.11180878,-0.21294403,-0.0866909,-0.92899513,1.8331909,0.6016426,-0.25035286,0.5478077,-0.08772087,-0.5518055,0.5066433,0.38376045,0.45607376,-0.5627899,0.578413,0.9626808,0.06347275,-2.1479568,-0.3978157,-0.32722282,-1.1390629,-0.514616,-0.34692383,-0.77272606,-0.4672165,-0.45523453,0.13071823,0.036323547,-0.1111145,0.11913109,-0.07913017,-1.5481014,-1.126976,-0.29831123,1.0011063,0.3888607
India,IND,5,-1.3243618,0.47037506,-1.2383785,0.013080597,-1.5760765,-0.21809387,0.6069069,0.31991196,0.64011383,0.35300064,0.39427376,-0.44592094,0.53696823,0.35450935,-0.037820816,0.8405323,-0.04351425,-0.4490986,0.03763199,-0.30257797,-0.26799202,-0.46857262,0.23395538,0.25170708,-0.19879723,-0.6262207,-0.85157204,0.6476822,-1.0343552,0.05939102,-0.20443726,0.3208027,0.13658524,-0.67554283,0.090530396,-1.5620346,0.05859375,0.6892853,-1.1613293,-0.8473644,-0.033740997,0.777256,-0.873518,-1.4178371,-0.42352104,0.65649796,-0.6667328
India,IND,6,-0.41625214,0.8326359,0.56406975,0.47310257,-0.93328476,-0.66389847,1.3687916,0.3346119,-0.03105545,0.58826256,-0.2905712,1.3026142,-1.0459843,0.933939,-0.57432556,0.56712914,0.992424,-1.2921715,-0.038272858,-0.32335472,1.070673,-0.66150665,0.36314964,-0.21338654,-1.4386368,-0.9631481,-0.8743248,0.68019295,-0.49056244,-0.25876808,1.1696491,-0.42563057,0.08250427,0.5756054,-0.44393158,-0.81542397,-1.0637302,-0.07232094,0.7940769,-0.25927353,-0.31019592,-0.53321075,0.31557846,-0.20092964,0.26981926,-0.95780754,0.6944027
India,IND,7,-0.091444016,0.67235374,0.2611065,-0.0047302246,0.48077202,0.5948467,0.59568596,0.08161163,0.06461525,-0.056158066,0.52140427,0.482687,-0.5545254,0.14525795,-0.10427284,-0.102954865,0.16747284,-0.06801033,0.004793167,-0.0040607452,-0.28459167,0.09354591,-0.2916832,1.0326385,-0.53933525,-0.52524567,-0.18568993,0.06087494,0.036815643,-0.14852142,-0.0694294,-0.84983253,-0.16835403,-0.020011902,0.09041405,-0.9235916,-0.5739479,-0.58013344,0.72393227,-0.46665955,-0.8313637,-0.7307186,-0.08613014,0.42810822,-0.6641102,-0.6321411,0.13136292
India,IND,8,0.2421627,0.44521332,0.83706474,0.35001373,0.5693073,0.45291138,0.35405922,0.19496727,0.49697495,0.31516838,0.5505829,0.44387245,-0.3536625,-0.080244064,-0.1799984,0.16273117,0.6085491,-0.28524017,0.10749626,-0.2536583,0.18511963,-0.2712536,-0.038967133,-0.15473747,-0.035152435,0.00032043457,-0.21089935,0.31519318,-0.15811348,-0.66017723,-0.11200333,-0.56895447,0.14989471,-0.50105095,-0.4737587,-0.35780907,-0.55724716,-0.31227303,0.6146126,-0.36733818,-0.37529945,-0.5676384,-0.17191887,-0.3986168,-0.36026764,-0.40954208,0.03176117
India,IND,9,0.3046341,0.6752014,0.7714386,0.29115486,0.22055626,0.85012436,0.15486717,0.16261101,0.74858475,0.3313141,0.8088398,-0.002620697,0.17402649,-0.1233387,-0.25574303,-0.29736328,0.5372143,-0.29426575,-0.08283806,0.028490067,-0.039966583,0.27036667,-0.33426857,-0.22712708,0.43245697,-0.13824844,-0.16671753,-0.005268097,-0.2574787,-0.20682716,-0.10075188,-0.5978699,-0.6041069,-0.66851425,-0.09560776,-0.60720253,-0.30912018,0.05334854,0.69631195,-0.09742546,-0.18291473,-0.9649792,-0.3547268,-0.18301582,-0.29766846,-0.09834862,-0.03858185
India,IND,10,-0.08750725,1.3605309,0.6637478,-0.2705059,0.49333382,0.8345146,-0.09455681,0.31006432,0.9922085,0.47424316,1.0384388,0.40592194,-0.095458984,-0.3557167,0.29930878,0.31313705,-0.07081032,0.18412209,-0.28931046,0.3993454,-0.2586689,-1.065855,-0.25170326,0.28170013,0.23280716,0.6798363,-0.3014984,0.036067963,-1.1590004,-0.85676384,0.028682709,-0.6555462,-0.081661224,-0.46588516,-0.5079613,-0.94122124,-0.06287956,-0.5671234,0.08403778,-0.2518425,-1.1763382,-0.46300316,-0.8630333,0.053987503,-0.4921341,0.21595573,0.4366436
India,IND,11,-0.71242523,0.7666836,0.9196472,-0.18762589,-0.06829071,-0.10512924,0.71567345,0.5381832,0.12553215,0.15426445,1.0575104,0.34476662,-0.75006104,-0.492548,0.5809059,0.6505604,-0.10039902,0.27484894,0.17778397,0.20196533,-0.72242737,-0.14616776,-0.13599777,0.12253761,0.28953552,0.41171455,-0.074668884,-0.003162384,-0.07937622,-0.77168083,-0.35165405,-0.5406437,-0.16105461,-0.33426476,-0.8765087,0.0027713776,-0.21891403,-0.59547424,-0.19234276,0.12836647,-0.8001709,-1.0783844,-1.3753777,-0.50637436,-1.4529572,0.07362366,1.0706062
India,IND,12,-0.20526886,0.4754715,0.81822586,0.82601357,-0.044433594,0.046129227,-0.5373726,-0.36445045,0.52178,0.9077606,0.6289406,-0.46881294,-0.24711609,0.25803375,0.16522217,-0.5096493,0.53946495,1.1986294,0.1859684,0.4314022,-0.557642,0.4344883,-0.13171959,0.8245506,0.113435745,-0.24630547,-0.25075722,-0.25524902,-0.565712,-0.7358799,0.23956299,-0.53430176,-0.3665409,-0.29514694,-0.42872238,0.09727287,-0.5845909,0.2901497,-0.11911774,-0.3930416,0.6693535,0.12761116,-0.6014042,0.091207504,-0.59742546,0.14176941,0.34640312
Indian Ocean (NIAID,,1,0.5806618,0.65883446,0.12664032,0.29908943,0.19483948,0.20540619,0.13045692,9.536743e-06,0.024539948,0.48552895,0.052785873,0.059373856,0.17536736,0.13505936,-0.019918442,0.10564232,-0.08519173,-0.083890915,0.052936554,-0.243433,-0.0721035,-0.015529633,0.047161102,-0.025701523,-0.1244812,0.050621033,-0.21209526,0.31403923,-0.07629776,-0.14020729,-0.09051323,-0.29182434,-0.13264465,-0.20331573,-0.021772385,-0.34814072,-0.31586647,-0.031204224,-0.28768158,-0.4505558,-0.20031548,-0.227314,-0.0066337585,-0.36263657,-0.27903557,-0.117204666,-0.089725494
Indian Ocean (NIAID,,2,0.49781227,0.6478863,0.16339493,0.2830391,0.09406662,0.2600422,0.16044426,0.039705276,0.05945778,0.31381226,0.07075882,0.031970978,0.182333,0.10398865,-0.08844566,0.35463142,-0.08814812,-0.23862267,0.2932186,-0.09486771,-0.0803318,-0.012407303,0.09462929,-0.079286575,-0.26026344,-0.0947094,-0.13008308,0.39151764,-0.24007034,-0.08886337,-0.074394226,-0.35958672,-0.24806404,-0.06998253,-0.108385086,-0.07071304,-0.37075996,0.02619934,-0.24331284,-0.46248245,-0.14538574,-0.2613144,0.0700016,-0.44905853,-0.44807434,-0.1811676,-0.08969116
Indian Ocean (NIAID,,3,0.47143745,0.55208206,0.16373253,0.33373833,0.18343353,0.30438614,0.1762352,0.15514755,0.10952759,0.5384865,0.04127693,0.15954208,0.13686562,-0.049272537,0.06093788,0.3509903,-0.09771919,-0.28616905,-0.13582039,-0.1585846,0.024681091,0.004037857,0.103479385,0.05583191,-0.0696373,-0.2484169,-0.03579712,0.26246643,-0.16010094,-0.20989609,-0.23261261,-0.2244873,-0.30294228,-0.27628326,0.0038394928,-0.30278587,-0.18763733,0.06810951,-0.07344437,-0.31349373,-0.16390038,-0.34121323,0.09779358,-0.37285423,-0.24650383,-0.20810127,-0.16965485
Indian Ocean (NIAID,,4,0.4050579,0.5641556,0.1680355,0.30496025,0.063905716,0.20519829,0.22210884,0.11999893,0.12545204,0.5552063,0.11937904,0.104997635,0.06555748,-0.007385254,-0.048740387,0.29524612,-0.056236267,-0.2876835,-0.0058345795,-0.3131981,-0.070035934,0.12846375,0.050373077,-0.0019989014,-0.10128021,-0.1498661,-0.004962921,0.40911102,-0.20971489,-0.29135704,-0.27447128,-0.21372795,-0.21480942,-0.15730667,0.007537842,-0.19654465,-0.26074028,0.08803749,-0.028772354,-0.23624992,-0.07280922,-0.1938324,0.0560112,-0.33802032,-0.16556358,-0.09622574,-0.19210434
Indian Ocean (NIAID,,5,0.46627808,0.73189735,0.31373215,0.2099762,0.09993935,0.18024254,0.22607803,0.17699242,0.19882202,0.19876862,0.15275002,0.11867714,-0.100328445,0.095991135,0.014039993,0.2557354,-0.035219193,-0.12136078,0.025186539,-0.14753532,-0.021621704,-0.13772392,0.00786972,0.056734085,0.06956482,-0.1919384,-0.29535103,0.312912,-0.1920147,-0.21751213,-0.19089317,-0.25518417,-0.13860512,-0.14358139,0.09852791,-0.14737701,-0.34065437,-0.076654434,0.08639908,-0.22081566,-0.22591591,-0.3169632,0.11385155,-0.239048,-0.1658268,0.0072231293,-0.20963478
Indian Ocean (NIAID,,6,0.42928314,0.5164032,0.3103161,0.061071396,0.054632187,0.24540901,0.32712555,0.1870842,0.3050747,0.14199638,0.29095078,0.21612167,-0.11126518,-0.0069274902,-0.026691437,0.24577332,0.020591736,-0.18249702,-0.08809471,-0.076667786,-0.12899017,-0.16095924,-0.057487488,-0.022844315,-0.04852295,-0.14896202,-0.16809845,0.089307785,-0.0065574646,-0.084947586,-0.15675545,-0.25735664,-0.20366287,-0.07522011,-0.056913376,-0.29088783,-0.42237473,-0.078424454,0.01921463,-0.29434586,-0.2967701,-0.35009003,0.13994026,-0.09879875,-0.27625847,-0.08831787,-0.08100128
Indian Ocean (NIAID,,7,0.28024864,0.5317955,0.31609917,0.056236267,0.08086586,0.2868557,0.38277626,0.11510277,0.27041817,0.062316895,0.13952446,0.021629333,-0.042440414,0.13712692,0.0070266724,0.22153282,-0.014398575,-0.15665436,0.057188034,-0.072322845,-0.085357666,-0.19734573,-0.028160095,0.016527176,0.033720016,-0.113939285,-0.16621971,0.00141716,0.009901047,-0.24325752,-0.14673996,-0.18278503,-0.2028923,-0.10061455,-0.009988785,-0.28294945,-0.19514084,0.023996353,0.14292908,-0.32307816,-0.2992401,-0.48897743,0.012857437,-0.18759346,-0.1943779,-0.17075539,-0.23036385
Indian Ocean (NIAID,,8,0.32680702,0.641613,0.4736843,0.12558365,0.16114807,0.098695755,0.22420311,0.08720398,0.22902298,0.08292389,0.36117744,0.026395798,0.0052433014,0.25094223,0.23495293,0.16140938,0.028139114,0.016412735,0.05876732,-0.1045208,-0.11552811,-0.17597008,-0.13563728,0.037046432,0.1189518,-0.15063095,-0.11706543,0.118211746,-0.010126114,-0.3090458,-0.09892082,-0.24218369,-0.23011589,-0.38760376,-0.062379837,-0.260561,-0.15180397,0.16059875,0.3060093,-0.42925072,-0.10338211,-0.42022514,-0.0046367645,-0.16887093,-0.36178017,-0.16305733,-0.3288803
Indian Ocean (NIAID,,9,0.41252136,0.5683136,0.58939743,0.19914055,0.20463371,0.18692017,0.12964058,0.1736393,0.22167969,0.0944252,0.45266533,0.038297653,0.082883835,0.09889603,0.18755913,0.19825935,0.08370018,0.19363022,0.06947327,-0.03986168,-0.09896469,-0.13284302,-0.23898315,-0.118831635,0.10290527,-0.06451416,-0.11229706,0.06970596,0.054504395,-0.34515572,-0.22652626,-0.3376236,-0.24644661,-0.3757267,-0.101011276,-0.07496834,-0.18837166,0.061473846,0.20265579,-0.18123436,-0.18588638,-0.3984604,-0.13784027,-0.19503975,-0.20256233,-0.23111534,-0.20790291
